Date,SPY,VIXCLS,T10Y2Y,T10Y3M,sret
2013-07-17,134.678879,13.780000,2.200000,2.490000,0.002564
2013-07-18,135.416595,13.770000,2.240000,2.530000,0.005463
2013-07-19,135.657166,12.540000,2.180000,2.470000,0.001775
2013-07-22,135.921753,12.290000,2.180000,2.460000,0.001949
2013-07-23,135.633118,12.660000,2.200000,2.510000,-0.002126
2013-07-24,135.135941,13.180000,2.270000,2.580000,-0.003672
2013-07-25,135.464676,12.970000,2.290000,2.590000,0.002430
2013-07-26,135.609024,12.720000,2.270000,2.550000,0.001065
2013-07-29,135.192093,13.390000,2.280000,2.580000,-0.003079
2013-07-30,135.192093,13.390000,2.300000,2.590000,0.000000
2013-07-31,135.288223,13.450000,2.290000,2.560000,0.000711
2013-08-01,136.851974,12.940000,2.390000,2.700000,0.011492
2013-08-02,137.084518,11.980000,2.330000,2.590000,0.001698
2013-08-05,136.884048,11.840000,2.350000,2.620000,-0.001463
2013-08-06,136.106232,12.720000,2.350000,2.630000,-0.005699
2013-08-07,135.665161,12.980000,2.290000,2.560000,-0.003246
2013-08-08,136.162308,12.730000,2.280000,2.530000,0.003658
2013-08-09,135.769409,13.410000,2.250000,2.520000,-0.002890
2013-08-12,135.609024,12.810000,2.290000,2.550000,-0.001182
2013-08-13,136.009933,12.310000,2.370000,2.650000,0.002952
2013-08-14,135.312347,13.040000,2.370000,2.660000,-0.005142
2013-08-15,133.419891,14.730000,2.410000,2.720000,-0.014085
2013-08-16,132.978821,14.370000,2.480000,2.790000,-0.003311
2013-08-19,132.128845,15.100000,2.520000,2.820000,-0.006412
2013-08-20,132.778366,14.910000,2.460000,2.780000,0.004904
2013-08-21,131.960358,15.940000,2.490000,2.830000,-0.006180
2013-08-22,133.163239,14.760000,2.480000,2.870000,0.009074
2013-08-23,133.612274,13.980000,2.420000,2.790000,0.003366
2013-08-26,133.115143,14.990000,2.380000,2.750000,-0.003728
2013-08-27,130.974075,16.770000,2.340000,2.670000,-0.016215
2013-08-28,131.439163,16.490000,2.380000,2.750000,0.003545
2013-08-29,131.647614,16.810000,2.360000,2.730000,0.001585
2013-08-30,131.230698,17.010000,2.390000,2.750000,-0.003172
2013-09-03,131.824097,16.610000,2.430000,2.840000,0.004512
2013-09-04,132.914734,15.880000,2.440000,2.880000,0.008239
2013-09-05,133.083084,15.770000,2.460000,2.960000,0.001266
2013-09-06,133.147232,15.850000,2.480000,2.920000,0.000482
2013-09-09,134.422272,15.630000,2.450000,2.880000,0.009531
2013-09-10,135.416595,14.530000,2.460000,2.940000,0.007370
2013-09-11,135.841629,13.820000,2.460000,2.910000,0.003134
2013-09-12,135.480743,14.290000,2.470000,2.910000,-0.002660
2013-09-13,135.785461,14.160000,2.450000,2.890000,0.002247
2013-09-16,136.571320,14.380000,2.470000,2.860000,0.005771
2013-09-17,137.180740,14.530000,2.470000,2.850000,0.004452
2013-09-18,138.768539,13.590000,2.350000,2.680000,0.011508
2013-09-19,138.536011,13.160000,2.420000,2.750000,-0.001677
2013-09-20,137.567444,13.120000,2.410000,2.740000,-0.007016
2013-09-23,136.930771,14.310000,2.370000,2.700000,-0.004639
2013-09-24,136.608536,14.080000,2.320000,2.650000,-0.002356
2013-09-25,136.213623,14.010000,2.270000,2.610000,-0.002895
2013-09-26,136.737396,14.060000,2.320000,2.660000,0.003838
2013-09-27,136.108887,15.460000,2.300000,2.620000,-0.004607
2013-09-30,135.383636,16.600000,2.310000,2.620000,-0.005343
2013-10-01,136.455399,15.540000,2.330000,2.640000,0.007885
2013-10-02,136.326508,16.600000,2.320000,2.610000,-0.000945
2013-10-03,135.069382,17.670000,2.290000,2.590000,-0.009264
2013-10-04,136.092819,16.740000,2.330000,2.630000,0.007549
2013-10-07,134.916260,19.410000,2.280000,2.620000,-0.008683
2013-10-08,133.344925,20.340000,2.260000,2.610000,-0.011715
2013-10-09,133.441666,19.600000,2.310000,2.630000,0.000725
2013-10-10,136.318390,16.480000,2.360000,2.660000,0.021329
2013-10-11,137.196701,15.720000,2.350000,2.620000,0.006422
2013-10-14,137.744629,16.070000,2.350000,2.620000,0.003986
2013-10-15,136.745499,18.660000,2.380000,2.610000,-0.007280
2013-10-16,138.655258,14.710000,2.350000,2.590000,0.013869
2013-10-17,139.581955,13.480000,2.280000,2.560000,0.006661
2013-10-18,140.524719,13.040000,2.270000,2.560000,0.006731
2013-10-21,140.532791,13.160000,2.300000,2.590000,0.000057
2013-10-22,141.346664,13.330000,2.230000,2.500000,0.005775
2013-10-23,140.669785,13.420000,2.200000,2.470000,-0.004800
2013-10-24,141.137115,13.200000,2.200000,2.500000,0.003317
2013-10-25,141.781708,13.090000,2.210000,2.490000,0.004557
2013-10-28,142.007385,13.310000,2.220000,2.500000,0.001590
2013-10-29,142.764847,13.410000,2.220000,2.490000,0.005320
2013-10-30,142.055725,13.650000,2.220000,2.510000,-0.004979
2013-10-31,141.652847,13.750000,2.260000,2.530000,-0.002840
2013-11-01,141.991257,13.280000,2.320000,2.610000,0.002386
2013-11-04,142.490814,12.930000,2.310000,2.580000,0.003512
2013-11-05,142.039627,13.270000,2.370000,2.640000,-0.003171
2013-11-06,142.764847,12.670000,2.370000,2.620000,0.005093
2013-11-07,140.959793,13.910000,2.340000,2.580000,-0.012724
2013-11-08,142.861557,12.900000,2.450000,2.710000,0.013401
2013-11-11,142.885635,12.530000,2.450000,2.710000,0.000169
2013-11-12,142.595642,12.820000,2.460000,2.720000,-0.002032
2013-11-13,143.739807,12.520000,2.430000,2.670000,0.007992
2013-11-14,144.457062,12.370000,2.400000,2.610000,0.004978
2013-11-15,145.085602,12.190000,2.400000,2.630000,0.004342
2013-11-18,144.577896,13.100000,2.360000,2.580000,-0.003505
2013-11-19,144.263657,13.390000,2.420000,2.630000,-0.002176
2013-11-20,143.812408,13.400000,2.520000,2.720000,-0.003133
2013-11-21,144.972763,12.660000,2.500000,2.720000,0.008036
2013-11-22,145.697998,12.260000,2.440000,2.680000,0.004990
2013-11-25,145.552948,12.790000,2.440000,2.660000,-0.000996
2013-11-26,145.593231,12.810000,2.420000,2.640000,0.000277
2013-11-27,145.947784,12.980000,2.460000,2.670000,0.002432
2013-11-29,145.851044,13.700000,2.470000,2.690000,-0.000663
2013-12-02,145.472305,14.230000,2.510000,2.760000,-0.002600
2013-12-03,144.843842,14.550000,2.510000,2.730000,-0.004330
2013-12-04,144.827713,14.700000,2.540000,2.780000,-0.000111
2013-12-05,144.191162,15.080000,2.580000,2.820000,-0.004405
2013-12-06,145.802673,13.790000,2.580000,2.820000,0.011114
2013-12-09,146.173386,13.490000,2.560000,2.790000,0.002539
2013-12-10,145.649597,13.910000,2.510000,2.740000,-0.003590
2013-12-11,144.013840,15.420000,2.550000,2.790000,-0.011294
2013-12-12,143.538422,15.540000,2.550000,2.820000,-0.003307
2013-12-13,143.522278,15.760000,2.540000,2.810000,-0.000112
2013-12-16,144.416733,16.030000,2.550000,2.820000,0.006213
2013-12-17,143.957458,16.210000,2.510000,2.780000,-0.003185
2013-12-18,146.415115,13.800000,2.570000,2.820000,0.016928
2013-12-19,146.245941,14.150000,2.590000,2.880000,-0.001156
2013-12-20,147.096619,13.790000,2.520000,2.820000,0.005800
2013-12-23,147.882477,13.040000,2.560000,2.870000,0.005328
2013-12-24,148.206528,12.480000,2.610000,2.920000,0.002189
2013-12-26,148.960098,12.330000,2.580000,2.930000,0.005072
2013-12-27,148.951920,12.460000,2.620000,2.950000,-0.000055
2013-12-30,148.927643,13.560000,2.600000,2.920000,-0.000163
2013-12-31,149.632462,13.720000,2.660000,2.970000,0.004721
2014-01-02,148.198456,14.230000,2.610000,2.930000,-0.009630
2014-01-03,148.174179,13.760000,2.600000,2.940000,-0.000164
2014-01-06,147.744797,13.550000,2.580000,2.930000,-0.002902
2014-01-07,148.652222,12.920000,2.560000,2.920000,0.006123
2014-01-08,148.684586,12.870000,2.580000,2.960000,0.000218
2014-01-09,148.781815,12.890000,2.530000,2.930000,0.000654
2014-01-10,149.186966,12.140000,2.490000,2.830000,0.002719
2014-01-13,147.201935,13.280000,2.450000,2.810000,-0.013395
2014-01-14,148.806076,12.280000,2.490000,2.840000,0.010839
2014-01-15,149.608231,12.280000,2.490000,2.860000,0.005376
2014-01-16,149.413742,12.530000,2.450000,2.820000,-0.001301
2014-01-17,148.781815,12.440000,2.440000,2.790000,-0.004238
2014-01-21,149.219299,12.870000,2.450000,2.810000,0.002936
2014-01-22,149.316528,12.840000,2.430000,2.830000,0.000651
2014-01-23,148.093201,13.770000,2.400000,2.750000,-0.008227
2014-01-24,144.933441,18.140000,2.380000,2.710000,-0.021567
2014-01-27,144.220490,17.420000,2.410000,2.730000,-0.004931
2014-01-28,145.079315,15.800000,2.390000,2.720000,0.005937
2014-01-29,143.685776,17.350000,2.330000,2.650000,-0.009652
2014-01-30,145.208893,17.290000,2.360000,2.700000,0.010545
2014-01-31,144.358200,18.410000,2.330000,2.650000,-0.005876
2014-02-03,141.109406,21.440000,2.310000,2.560000,-0.022762
2014-02-04,142.097809,19.110000,2.330000,2.580000,0.006980
2014-02-05,141.919495,19.950000,2.380000,2.630000,-0.001256
2014-02-06,143.791107,17.230000,2.400000,2.660000,0.013102
2014-02-07,145.573471,15.290000,2.410000,2.630000,0.012319
2014-02-10,145.840866,15.260000,2.380000,2.630000,0.001835
2014-02-11,147.436890,14.510000,2.400000,2.700000,0.010884
2014-02-12,147.509857,14.300000,2.450000,2.750000,0.000495
2014-02-13,148.271362,14.140000,2.410000,2.700000,0.005149
2014-02-14,149.089630,13.570000,2.430000,2.730000,0.005504
2014-02-18,149.267883,13.870000,2.400000,2.660000,0.001195
2014-02-19,148.279480,15.500000,2.400000,2.670000,-0.006644
2014-02-20,149.154510,14.790000,2.420000,2.710000,0.005884
2014-02-21,148.984360,14.680000,2.400000,2.680000,-0.001141
2014-02-24,149.810776,14.230000,2.400000,2.700000,0.005532
2014-02-25,149.754059,13.670000,2.360000,2.650000,-0.000379
2014-02-26,149.762085,14.350000,2.340000,2.620000,0.000054
2014-02-27,150.547989,14.040000,2.320000,2.610000,0.005234
2014-02-28,150.928802,14.000000,2.330000,2.610000,0.002526
2014-03-03,149.867447,16.000000,2.280000,2.550000,-0.007057
2014-03-04,151.973862,14.100000,2.370000,2.650000,0.013957
2014-03-05,152.111710,13.890000,2.370000,2.640000,0.000907
2014-03-06,152.460037,14.210000,2.370000,2.690000,0.002287
2014-03-07,152.524826,14.110000,2.420000,2.740000,0.000425
2014-03-10,152.443802,14.200000,2.420000,2.740000,-0.000531
2014-03-11,151.690369,14.800000,2.400000,2.720000,-0.004955
2014-03-12,151.730835,14.470000,2.360000,2.680000,0.000267
2014-03-13,150.029419,16.220000,2.320000,2.610000,-0.011277
2014-03-14,149.608231,17.820000,2.290000,2.600000,-0.002811
2014-03-17,150.961166,15.640000,2.320000,2.640000,0.009003
2014-03-18,152.038712,14.520000,2.320000,2.630000,0.007113
2014-03-19,151.228592,15.120000,2.310000,2.720000,-0.005343
2014-03-20,152.111710,14.520000,2.340000,2.730000,0.005823
2014-03-21,151.521698,15.000000,2.300000,2.690000,-0.003886
2014-03-24,150.895035,15.090000,2.270000,2.680000,-0.004144
2014-03-25,151.611176,14.020000,2.280000,2.700000,0.004735
2014-03-26,150.520752,14.930000,2.260000,2.660000,-0.007218
2014-03-27,150.203384,14.620000,2.240000,2.650000,-0.002111
2014-03-28,150.943909,14.410000,2.280000,2.690000,0.004918
2014-03-31,152.180832,13.880000,2.290000,2.680000,0.008161
2014-04-01,153.189850,13.100000,2.330000,2.730000,0.006609
2014-04-02,153.702576,13.090000,2.350000,2.800000,0.003341
2014-04-03,153.499100,13.370000,2.340000,2.780000,-0.001325
2014-04-04,151.684433,13.960000,2.310000,2.710000,-0.011892
2014-04-07,150.008057,15.570000,2.300000,2.680000,-0.011113
2014-04-08,150.626480,14.890000,2.290000,2.660000,0.004114
2014-04-09,152.245987,13.820000,2.340000,2.670000,0.010694
2014-04-10,149.047882,15.890000,2.280000,2.610000,-0.021230
2014-04-11,147.705200,17.030000,2.260000,2.590000,-0.009049
2014-04-14,148.868820,16.110000,2.280000,2.610000,0.007847
2014-04-15,149.894135,15.610000,2.250000,2.600000,0.006864
2014-04-16,151.464691,14.180000,2.260000,2.610000,0.010423
2014-04-17,151.676331,13.360000,2.300000,2.700000,0.001396
2014-04-21,152.205215,13.250000,2.310000,2.690000,0.003481
2014-04-22,152.896912,13.190000,2.280000,2.700000,0.004534
2014-04-23,152.538879,13.270000,2.270000,2.680000,-0.002344
2014-04-24,152.848099,13.320000,2.270000,2.690000,0.002025
2014-04-25,151.594879,14.060000,2.250000,2.650000,-0.008233
2014-04-28,152.075027,13.970000,2.260000,2.670000,0.003162
2014-04-29,152.783005,13.710000,2.270000,2.690000,0.004645
2014-04-30,153.238708,13.410000,2.250000,2.640000,0.002978
2014-05-01,153.254990,13.250000,2.220000,2.600000,0.000106
2014-05-02,153.035294,12.910000,2.180000,2.580000,-0.001435
2014-05-05,153.328217,13.290000,2.200000,2.600000,0.001912
2014-05-06,151.993622,13.800000,2.180000,2.580000,-0.008742
2014-05-07,152.888779,13.400000,2.210000,2.590000,0.005872
2014-05-08,152.726028,13.430000,2.210000,2.580000,-0.001065
2014-05-09,152.953888,12.920000,2.220000,2.590000,0.001491
2014-05-12,154.443054,12.230000,2.250000,2.630000,0.009689
2014-05-13,154.581451,12.130000,2.220000,2.580000,0.000896
2014-05-14,153.848999,12.170000,2.150000,2.510000,-0.004750
2014-05-15,152.498215,13.170000,2.120000,2.470000,-0.008819
2014-05-16,153.027084,12.440000,2.140000,2.490000,0.003462
2014-05-19,153.588669,12.420000,2.180000,2.510000,0.003663
2014-05-20,152.620270,12.960000,2.170000,2.490000,-0.006325
2014-05-21,153.906052,11.910000,2.170000,2.500000,0.008389
2014-05-22,154.280304,12.030000,2.190000,2.530000,0.002429
2014-05-23,154.898773,11.360000,2.170000,2.500000,0.004001
2014-05-27,155.850891,11.510000,2.130000,2.480000,0.006128
2014-05-28,155.736923,11.680000,2.070000,2.400000,-0.000732
2014-05-29,156.542542,11.570000,2.080000,2.410000,0.005160
2014-05-30,156.794846,11.400000,2.110000,2.440000,0.001610
2014-06-02,156.973816,11.580000,2.150000,2.500000,0.001141
2014-06-03,156.892502,11.870000,2.190000,2.560000,-0.000518
2014-06-04,157.209854,12.080000,2.200000,2.570000,0.002021
2014-06-05,158.235229,11.680000,2.190000,2.550000,0.006501
2014-06-06,158.991989,10.730000,2.190000,2.560000,0.004771
2014-06-09,159.154770,11.150000,2.190000,2.580000,0.001023
2014-06-10,159.171021,10.990000,2.190000,2.600000,0.000102
2014-06-11,158.617630,11.600000,2.210000,2.610000,-0.003483
2014-06-12,157.494644,12.560000,2.160000,2.540000,-0.007105
2014-06-13,157.974792,12.180000,2.150000,2.560000,0.003044
2014-06-16,158.104996,12.650000,2.120000,2.570000,0.000824
2014-06-17,158.544418,12.060000,2.150000,2.620000,0.002775
2014-06-18,159.708099,10.610000,2.130000,2.580000,0.007313
2014-06-19,159.887100,10.620000,2.160000,2.620000,0.001120
2014-06-20,160.211746,10.850000,2.130000,2.610000,0.002028
2014-06-23,160.162674,10.980000,2.150000,2.600000,-0.000306
2014-06-24,159.197830,12.130000,2.100000,2.560000,-0.006042
2014-06-25,159.917374,11.590000,2.090000,2.540000,0.004510
2014-06-26,159.802872,11.630000,2.070000,2.490000,-0.000716
2014-06-27,160.113617,11.260000,2.090000,2.510000,0.001943
2014-06-30,160.031799,11.570000,2.060000,2.490000,-0.000511
2014-07-01,161.102921,11.150000,2.110000,2.560000,0.006671
2014-07-02,161.266479,10.820000,2.150000,2.620000,0.001015
2014-07-03,162.059616,10.320000,2.130000,2.640000,0.004906
2014-07-07,161.495438,11.330000,2.110000,2.590000,-0.003487
2014-07-08,160.457001,11.980000,2.070000,2.550000,-0.006451
2014-07-09,161.176544,11.650000,2.060000,2.540000,0.004474
2014-07-10,160.538773,12.590000,2.090000,2.530000,-0.003965
2014-07-11,160.759537,12.080000,2.050000,2.510000,0.001374
2014-07-14,161.569061,11.820000,2.070000,2.520000,0.005023
2014-07-15,161.266479,11.960000,2.070000,2.540000,-0.001875
2014-07-16,161.863403,11.000000,2.050000,2.530000,0.003695
2014-07-17,160.023651,14.540000,2.000000,2.450000,-0.011431
2014-07-18,161.658951,12.060000,1.990000,2.480000,0.010167
2014-07-21,161.356461,12.810000,1.980000,2.460000,-0.001873
2014-07-22,162.059616,12.240000,1.990000,2.450000,0.004348
2014-07-23,162.419373,11.520000,1.980000,2.450000,0.002217
2014-07-24,162.427582,11.840000,1.990000,2.490000,0.000051
2014-07-25,161.667130,12.690000,1.950000,2.450000,-0.004693
2014-07-28,161.732590,12.560000,1.960000,2.460000,0.000405
2014-07-29,161.037506,13.280000,1.930000,2.450000,-0.004307
2014-07-30,161.062057,13.330000,2.010000,2.530000,0.000152
2014-07-31,157.881378,16.950000,2.050000,2.550000,-0.019946
2014-08-01,157.399002,17.030000,2.050000,2.490000,-0.003060
2014-08-04,158.535522,15.120000,2.040000,2.470000,0.007195
2014-08-05,156.998322,16.870000,2.020000,2.460000,-0.009744
2014-08-06,157.047379,16.370000,2.010000,2.460000,0.000312
2014-08-07,156.197037,16.660000,1.990000,2.400000,-0.005429
2014-08-08,158.004028,15.770000,1.990000,2.410000,0.011502
2014-08-11,158.461899,14.230000,1.970000,2.400000,0.002894
2014-08-12,158.241180,14.130000,2.010000,2.430000,-0.001394
2014-08-13,159.312271,12.900000,2.000000,2.390000,0.006746
2014-08-14,160.064529,12.420000,1.980000,2.360000,0.004711
2014-08-15,160.031799,13.150000,1.920000,2.310000,-0.000205
2014-08-18,161.372772,12.320000,1.950000,2.360000,0.008345
2014-08-19,162.214951,12.210000,1.940000,2.370000,0.005205
2014-08-20,162.648361,11.780000,1.940000,2.390000,0.002668
2014-08-21,163.122589,11.760000,1.920000,2.390000,0.002911
2014-08-22,162.869110,11.470000,1.870000,2.370000,-0.001555
2014-08-25,163.694946,11.700000,1.860000,2.350000,0.005058
2014-08-26,163.801208,11.630000,1.870000,2.360000,0.000649
2014-08-27,163.735870,11.780000,1.860000,2.330000,-0.000399
2014-08-28,163.645844,12.050000,1.840000,2.310000,-0.000550
2014-08-29,164.111923,11.980000,1.870000,2.320000,0.002844
2014-09-02,164.030167,12.250000,1.890000,2.390000,-0.000498
2014-09-03,163.940170,12.360000,1.890000,2.380000,-0.000549
2014-09-04,163.703094,12.640000,1.910000,2.420000,-0.001447
2014-09-05,164.438934,12.090000,1.940000,2.430000,0.004485
2014-09-08,164.013794,12.660000,1.940000,2.460000,-0.002589
2014-09-09,162.975403,13.500000,1.940000,2.480000,-0.006351
2014-09-10,163.588593,12.880000,1.960000,2.520000,0.003755
2014-09-11,163.776657,12.800000,1.960000,2.520000,0.001149
2014-09-12,162.820084,13.310000,2.040000,2.600000,-0.005858
2014-09-15,162.697433,14.120000,2.020000,2.580000,-0.000754
2014-09-16,163.923859,12.730000,2.050000,2.580000,0.007510
2014-09-17,164.144608,12.650000,2.030000,2.600000,0.001346
2014-09-18,165.019531,12.030000,2.040000,2.610000,0.005316
2014-09-19,164.870880,12.110000,2.000000,2.570000,-0.000901
2014-09-22,163.597595,13.690000,1.990000,2.560000,-0.007753
2014-09-23,162.661072,14.930000,1.970000,2.530000,-0.005741
2014-09-24,163.934372,13.270000,1.980000,2.550000,0.007797
2014-09-25,161.289200,15.640000,1.960000,2.510000,-0.016267
2014-09-26,162.570663,14.850000,1.950000,2.530000,0.007914
2014-09-29,162.274933,15.980000,1.920000,2.480000,-0.001821
2014-09-30,161.847809,16.310000,1.940000,2.500000,-0.002636
2014-10-01,159.654419,16.710000,1.890000,2.400000,-0.013645
2014-10-02,159.679077,16.160000,1.910000,2.430000,0.000154
2014-10-03,161.437073,14.550000,1.880000,2.440000,0.010949
2014-10-06,161.248138,15.460000,1.890000,2.410000,-0.001171
2014-10-07,158.759064,17.200000,1.840000,2.340000,-0.015557
2014-10-08,161.535660,15.110000,1.890000,2.340000,0.017338
2014-10-09,158.331848,18.760000,1.880000,2.330000,-0.020033
2014-10-10,156.524643,21.240000,1.860000,2.300000,-0.011480
2014-10-13,153.953354,24.640000,1.860000,2.300000,-0.016564
2014-10-14,154.191605,22.790000,1.820000,2.190000,0.001546
2014-10-15,153.148346,26.250000,1.810000,2.130000,-0.006789
2014-10-16,153.016983,25.200000,1.820000,2.140000,-0.000858
2014-10-17,154.824173,21.990000,1.830000,2.200000,0.011741
2014-10-20,156.327438,18.570000,1.830000,2.180000,0.009663
2014-10-21,159.424438,16.080000,1.850000,2.210000,0.019617
2014-10-22,158.290787,17.870000,1.840000,2.230000,-0.007136
2014-10-23,160.130920,16.530000,1.880000,2.280000,0.011558
2014-10-24,161.363098,16.110000,1.880000,2.280000,0.007665
2014-10-27,161.141327,16.040000,1.860000,2.250000,-0.001375
2014-10-28,162.989685,14.390000,1.880000,2.280000,0.011405
2014-10-29,162.743210,15.150000,1.860000,2.310000,-0.001513
2014-10-30,163.786530,14.520000,1.840000,2.310000,0.006390
2014-10-31,165.659454,14.030000,1.850000,2.340000,0.011370
2014-11-03,165.749832,14.730000,1.840000,2.340000,0.000545
2014-11-04,165.174820,14.890000,1.830000,2.320000,-0.003475
2014-11-05,166.218079,14.170000,1.840000,2.330000,0.006296
2014-11-06,166.883499,13.670000,1.850000,2.360000,0.003995
2014-11-07,167.039566,13.120000,1.810000,2.290000,0.000935
2014-11-10,167.565308,12.670000,1.830000,2.360000,0.003142
2014-11-11,167.729584,12.920000,1.830000,2.360000,0.000980
2014-11-12,167.548843,13.020000,1.820000,2.350000,-0.001078
2014-11-13,167.737808,13.790000,1.820000,2.330000,0.001127
2014-11-14,167.778900,13.310000,1.780000,2.300000,0.000245
2014-11-17,167.885651,13.990000,1.800000,2.310000,0.000636
2014-11-18,168.855087,13.860000,1.790000,2.300000,0.005758
2014-11-19,168.583923,13.960000,1.820000,2.350000,-0.001607
2014-11-20,168.879654,13.580000,1.810000,2.320000,0.001753
2014-11-21,169.783264,12.900000,1.780000,2.300000,0.005336
2014-11-24,170.259720,12.620000,1.770000,2.280000,0.002802
2014-11-25,170.136505,12.250000,1.760000,2.250000,-0.000724
2014-11-26,170.571899,12.070000,1.710000,2.220000,0.002556
2014-11-28,170.210449,13.330000,1.710000,2.160000,-0.002121
2014-12-01,169.027512,14.290000,1.730000,2.190000,-0.006974
2014-12-02,170.120102,12.850000,1.730000,2.250000,0.006443
2014-12-03,170.777344,12.470000,1.720000,2.280000,0.003856
2014-12-04,170.588348,12.380000,1.700000,2.230000,-0.001107
2014-12-05,170.867691,11.820000,1.660000,2.290000,0.001636
2014-12-08,169.725769,14.210000,1.620000,2.230000,-0.006706
2014-12-09,169.610764,14.890000,1.580000,2.180000,-0.000678
2014-12-10,166.891739,18.530000,1.590000,2.150000,-0.016161
2014-12-11,167.737808,20.080000,1.570000,2.160000,0.005057
2014-12-12,165.026917,21.080000,1.540000,2.080000,-0.016294
2014-12-15,163.893280,20.420000,1.520000,2.080000,-0.006893
2014-12-16,162.578918,23.570000,1.490000,2.040000,-0.008052
2014-12-17,165.766266,19.440000,1.520000,2.110000,0.019415
2014-12-18,169.865479,16.810000,1.550000,2.180000,0.024428
2014-12-19,170.588211,16.490000,1.500000,2.130000,0.004246
2014-12-22,171.372894,15.250000,1.460000,2.120000,0.004589
2014-12-23,171.604187,14.800000,1.530000,2.230000,0.001349
2014-12-24,171.620728,14.370000,1.540000,2.260000,0.000096
2014-12-26,172.174149,14.500000,1.520000,2.240000,0.003219
2014-12-29,172.405441,15.060000,1.500000,2.190000,0.001342
2014-12-30,171.480331,15.920000,1.510000,2.170000,-0.005380
2014-12-31,169.778702,19.200000,1.500000,2.130000,-0.009973
2015-01-02,169.687866,17.790000,1.460000,2.100000,-0.000535
2015-01-05,166.623352,19.920000,1.360000,2.010000,-0.018225
2015-01-06,165.053925,21.120000,1.320000,1.940000,-0.009464
2015-01-07,167.110641,19.310000,1.340000,1.930000,0.012384
2015-01-08,170.076035,17.010000,1.410000,2.000000,0.017589
2015-01-09,168.713196,17.550000,1.390000,1.960000,-0.008045
2015-01-12,167.391495,19.600000,1.360000,1.890000,-0.007865
2015-01-13,166.920670,20.560000,1.370000,1.880000,-0.002817
2015-01-14,165.913010,21.480000,1.350000,1.820000,-0.006055
2015-01-15,164.393097,22.390000,1.330000,1.740000,-0.009203
2015-01-16,166.549026,20.950000,1.340000,1.800000,0.013029
2015-01-20,166.904190,19.890000,1.290000,1.790000,0.002130
2015-01-21,167.746719,18.850000,1.340000,1.840000,0.005035
2015-01-22,170.241272,16.400000,1.370000,1.870000,0.014761
2015-01-23,169.307861,16.660000,1.290000,1.790000,-0.005498
2015-01-26,169.704376,15.520000,1.290000,1.800000,0.002339
2015-01-27,167.465912,17.220000,1.290000,1.810000,-0.013278
2015-01-28,165.318253,20.440000,1.230000,1.710000,-0.012907
2015-01-29,166.846359,18.760000,1.260000,1.740000,0.009201
2015-01-30,164.748260,20.970000,1.210000,1.660000,-0.012655
2015-02-02,166.788574,19.430000,1.190000,1.660000,0.012308
2015-02-03,169.200500,17.330000,1.270000,1.770000,0.014357
2015-02-04,168.556183,18.330000,1.290000,1.800000,-0.003815
2015-02-05,170.257797,16.850000,1.310000,1.810000,0.010045
2015-02-06,169.787018,17.290000,1.300000,1.930000,-0.002769
2015-02-09,169.027039,18.550000,1.310000,1.950000,-0.004486
2015-02-10,170.827774,17.230000,1.340000,2.000000,0.010597
2015-02-11,170.926834,16.960000,1.330000,1.990000,0.000580
2015-02-12,172.570618,15.340000,1.380000,1.970000,0.009571
2015-02-13,173.281006,14.690000,1.360000,2.010000,0.004108
2015-02-17,173.553528,15.800000,1.440000,2.120000,0.001571
2015-02-18,173.570129,15.450000,1.450000,2.050000,0.000096
2015-02-19,173.446213,15.290000,1.440000,2.090000,-0.000714
2015-02-20,174.486954,14.300000,1.460000,2.110000,0.005982
2015-02-23,174.462219,14.560000,1.420000,2.040000,-0.000142
2015-02-24,174.957840,13.690000,1.390000,1.970000,0.002837
2015-02-25,174.809143,13.840000,1.350000,1.940000,-0.000850
2015-02-26,174.602661,13.910000,1.370000,2.000000,-0.001182
2015-02-27,174.007965,13.340000,1.370000,1.980000,-0.003412
2015-03-02,175.106552,13.040000,1.420000,2.060000,0.006294
2015-03-03,174.387894,13.860000,1.440000,2.100000,-0.004113
2015-03-04,173.652740,14.230000,1.460000,2.110000,-0.004225
2015-03-05,173.842667,14.040000,1.460000,2.090000,0.001093
2015-03-06,171.397705,15.200000,1.510000,2.230000,-0.014164
2015-03-09,172.108032,15.060000,1.500000,2.180000,0.004136
2015-03-10,169.316132,16.690000,1.440000,2.120000,-0.016355
2015-03-11,168.919632,16.870000,1.410000,2.080000,-0.002345
2015-03-12,171.067291,15.420000,1.430000,2.070000,0.012634
2015-03-13,170.018295,16.000000,1.450000,2.100000,-0.006151
2015-03-16,172.289780,15.610000,1.440000,2.050000,0.013272
2015-03-17,171.777634,15.660000,1.360000,2.010000,-0.002977
2015-03-18,173.842667,13.970000,1.360000,1.900000,0.011950
2015-03-19,173.049728,14.070000,1.350000,1.950000,-0.004572
2015-03-20,174.577240,13.020000,1.330000,1.920000,0.008788
2015-03-23,174.237045,13.410000,1.320000,1.890000,-0.001951
2015-03-24,173.258011,13.620000,1.300000,1.860000,-0.005635
2015-03-25,170.719101,15.440000,1.340000,1.890000,-0.014762
2015-03-26,170.312515,15.800000,1.400000,1.980000,-0.002384
2015-03-27,170.702515,15.070000,1.370000,1.910000,0.002287
2015-03-30,172.785080,14.510000,1.380000,1.920000,0.012126
2015-03-31,171.275024,15.290000,1.380000,1.910000,-0.008778
